 Na gornjem nivoju bomo odprli njegov odnos z očetom.; Na zgornjem nivoju bomo odprli njegov odnos z očetom.
 Vsadimo: »Ne bom sledil očetovim stopinjam«.; Vstavimo: »Ne bom sledil očetovim stopinjam«.
 Nato, ko dospemo na spodnji nivo, izvlečemo glavno orožje: »Moj oče noče, da sem kot on«. -Točno.; Nato, ko pridemo na spodnji nivo, izvlečemo glavno orožje: »Moj oče noče, da sem kot on«. -Točno.
 Pomiritev. Za spanje, dosti stabilno za ustvarjanje treh nivojev sanjanja, bo treba kombinirati z izjemno močnim uspavalom.; Pomiritev. Za spanje, dosti stabilno za ustvarjanje treh nivojev sanjanja, bo treba mešati z izjemno močnim uspavalom.
 Troje sanj, kar je 10 ur, to je 20 ... -Pardon, matematika ni moja močnejša plat.; Se opravičujem, matematika ni moja močnejša plat.
 Koliko časa je to? -En teden na prvem nivoju, šest mesecev na drugem, in na tretjem nivoju ...; Koliko časa je to? -En teden na prvem nivoju, šest mesecev na drugem, in na tretjem nivoju...
 Odvisno od sanj. -Ko vsadimo idejo, kako pridemo ven?; Odvisno od sanj. -Ko vstavimo idejo, kako pridemo ven?
" Za občutek padanja gre; dobiš trzljaje, ki te predramijo."; Za občutek padanja gre, dobiš trzljaje, ki te predramijo.
 Aha, to je najbolj premeten del. Napravil sem takega, ki ne vpliva na funkcije ušesa.; Napravil sem takega, ki ne vpliva na funkcije ušesa.
 Nima predvideni nikakršne operacije, ne naročila pri zobarju, nič.; Nima predvidene nikakršne operacije, ne naročila pri zobarju, nič.
 Naj ne bi imel operacije kolena? -Nič. Ničesar, kar bi ga izpostavilo snu.; Iz teh ne. Preveč je uspavan, da bi se prebudil na ta način.
 Rabimo ... rabimo vsaj dobrih 10 ur.; Potrebujemo... Potrebujemo vsaj dobrih 10 ur.
 Ker je v Boingu 747 pilotova kabina v nadstropju, prvi razred pa v nosu, tako nihče ne hodi skozenj.; Ker je v Boingu 747 pilotova kabina v nadstropju, prvi razred pa v nosu, tako nihče ne hodi skozi.
 Karkoli že je, se te ne tiče. -Prav vse se me tiče.; Karkoli že je, se te ne tiče. -Prav vse, se me tiče.
 Zakaj si to delaš? -Edini način je, da še lahko sanjam.; Zakaj si to počneš? -Edini način je, da še lahko sanjam.
 Tvoji spomini so, in rekel si, naj se spominov nikoli ne uporablja.; Tvoji spomini so in rekel si, naj se spominov nikoli ne uporablja.
 Oh, kaj pa je tam spodaj za čemer žaluješ?; Kaj pa je tam spodaj za čemer žaluješ?
 Mislil sem ju poklicati, da se obrneta in nasmehneta, da bi lahko videl njuna prelepa obraza, ampak ...; Mislil sem ju poklicati, da se obrneta in nasmehneta, da bi lahko videl njuna prelepa obraza, ampak...
 Potem me je zgrabila panika. Spoznal sem, da bom obžaloval ta trenutka ko ...; Potem me je zgrabila panika. Spoznal sem, da bom obžaloval ta trenutek ko...
 Nameravam ju poklicati ... pa zbežita.; Nameravam ju poklicati... pa zbežita.
 Ime mi je ... -Vem kdo si. Kaj delaš tukaj?; Ime mi je... -Vem kdo si. Kaj delaš tukaj?
 Zastavila ti bom uganka.; Povedala ti bom uganko.
 Pa saj ni važno. Kako to, da ti ni pomembno, kat te bo vlak odpeljal?; Pa saj ni važno. Kako to, da ti ni pomembno, kam te bo vlak odpeljal?
 Robert trupla ne bo mogel prevzeto pred torkom. Kreniti moramo.; Robert trupla ne bo mogel prevzeti pred torkom. Kreniti moramo.
 Preskrbi nam še en sedež na letalu.; Priskrbi nam še en sedež na letalu.
" Zaključite posel na krovu. Iz letala bom opravil telefonski klic; ne boste imel nobenega problema pri prečenju meje."; Zaključite posel na krovu. Iz letala bom opravil telefonski klic, ne boste imel nobenega problema pri prečkanju meje.
 Saj dovolite. -Pa ja, se opravičujem.; Saj dovolite. -Ja, se opravičujem.
 Veste, nisem mogel spregledati, toda, da niste slučajno v sorodu ...; Veste, nisem mogel spregledati, toda, ali ste slučajno v sorodu...
 z Mauricem Fischerjem? -Da, on ...; Z Mauricem Fischerjem? -Da, on...
 Bil je zelo navdihujoča osebnost. Sožalje ob vaši izgubi. - Gospod ...; Bil je zelo navdihujoča osebnost. Sožalje ob vaši izgubi. -Gospod...
 Izvolite. -Hvala. -Hej ...; Izvolite. -Hvala. -Hej...
 Nalivanje s preveč zastonj šampanjca pred odhodom, a, Yusuf? -Ha ha, hudo smešno.; Nalivanje s preveč zastonj šampanjca pred odhodom, a Yusuf? -Zelo smešno.
 Drekač! Ej, model, kaj ko bi ... -Odkorakaj.; Drekač! Ej, model, kaj ko bi... -Odidi.
 Kaj počnete? -O, pardon. Sem mislil, da je prosto.; Kaj počnete? -Se opravičujem. Sem mislil, da je prosto.
 Lahko ustavite in se znebite tegale ...; Lahko ustavite in se znebite tega...
 Tu notri je 500 $, denarnica pa je vredna še več.; Tu notri je 500$, denarnica pa je vredna še več.
 Se bojim da ...; Se bojim da...
 Tega ni v mojem dizajnu.; Tega ni v mojem načrtu.
 A si v redu? -Ja, dobro. Ni mi sile.; A si v redu? -Ja, dobro.
 Spravi ga v sobo! -Kaj za vraga ...; Spravi ga v sobo! -Kaj za vraga...
 In kje si bil ti? Kaj se ti je zgodilo? -Punca je splanirala tovorni vlak.; In kje si bil ti? Kaj se ti je zgodilo? -Punca je načrtala tovorni vlak.
 Zakaj si postavila železniško progo v središče mesta. -Saj jo nisem.; Zakaj si postavila železniško progo v središče mesta? -Saj jo nisem.
 Tole niso normalne projekcije! Zaboga, bili so izurjeni. -Prav imaš.; To niso bile normalne predstavitve! Zaboga, bili so izurjeni. -Prav imaš.
 Kako so lahko bili izurjeni? -Fischer je imel izvlačitelja, ki je njegovo podzavest naučil, kako naj se sama obrani. Zato je militarizirana.; Kako so lahko bili izurjeni? -Fischer je imel izvlačitelja, ki je njegovo podzavest naučil, kako naj se sama brani.
 V raziskavi tega ni navedeno. -Žal mi je. -Prekleto, zakaj potlej ni?; V raziskavi to ni navedeno. -Žal mi je. -Prekleto, zakaj potem ni?
 Pomiri se. -Ne govori mi o pomiritvi, to je bila tvoja naloga, hudič prekleti!; Pomiri se. -Ne govori mi, naj se pomirim, to je bila tvoja naloga!
 Nismo pripravljeni na takšen tip nasilja! -Že prej smo imeli opravka s samoobrambo!; Že prej smo imeli opravka s samoobrambo!
 Previdnejši bomo in vse bo v redu. -To ni bil del načrta. Umira, za božjo voljo!; To ni bil del načrta. Umira, za božjo voljo!
 Ajde, odrešimo ga muk. -Ne, nikar. Nikar ne počni tega!; Odrešimo ga muk. -Ne, nikar. Nikar ne počni tega!
 Iz tehle ne. Preveč je uspavan, da bi se prebudil na ta način.; Iz teh ne. Preveč je uspavan, da bi se prebudil na ta način.
 Aja, in kaj se zgodi, ko umremo? -Zdrsnemo v limbo. -A se hecaš?; In kaj se zgodi, ko umremo? -Zdrsnemo v limbo. -A se hecaš?
 Limbo? -Neizgrajen prostor sanj.; Limbo? -Nezgrajen prostor sanj.
 Kako dolgo lahko tičimo tam? -Sploh ne gre razmišljati o begu dokler pomirjevalo ...; Sploh ne gre razmišljati o begu dokler pomirjevalo...
 Njega vprašaj, on je bil tam. -Odnesimo ga gor po stopnicah.; Njega vprašaj, on je bil tam. -Odnesimo ga gor.
 Zdaj smo torej ujeti v Fischerjovem umu in se borimo z njegovo zasebno armado.; Sedaj smo torej ujeti v Fischerjovem umu in se borimo z njegovo zasebno vojsko.
 in če smo ubiti, bomo izgubljeni v limbu, dokler se nam možgani ne spremene v umešana jajčka, a?; in če smo ubiti, bomo izgubljeni v limbu, dokler se nam možgani ne spremene v umešana jajca, ne?
 A potlej si vedel za to tveganje, pa nam nisi povedal?; Vedel si za tveganje, pa nam nisi povedal?
 Tveganje ni bilo mišljeno, saj nisem vedel, da bomo imeli opraviti s streljanjem.; Tveganje ni bilo mišljeno, saj nisem vedel, da bomo imeli opravka s streljanjem.
 Nisi imel prav. -Edino tako lahko gremo tri nivoje globoko.; Nisi imel prav. -Edino tako, lahko gremo tri nivoje globoko.
 Privedel si nas na vojno območje brez poti povratka.; Privedel si nas na vojno območje brez povratka.
 Obstaja izhod. Nadaljevali bomo s poslom in ga opravili kar se le da hitro in izstopili bomo z rabo trzaja. Tako kot poprej.; Obstaja izhod. Nadaljevali bomo s poslom in ga opravili kar se le da hitro in izstopili bomo z rabo trzaja. Tako kot prej.
 Pozabi. Če gremo globlje, večamo rizik. Posedel bom kar na temle nivoju, pobje.; Posedel bom kar na temle nivoju, pobje.
 Zamišljal sem si, da bom imel na razpolago vso noč.; Zamislil sem si, da bom imel na razpolago vso noč.
" Po mamini smrti; a veš kaj mi je rekel?"; Po mamini smrti, veš kaj mi je rekel?
 No ja, skoparil je s čustvi. -11 let sem imel, stric Peter.; No ja, slab je s čustvi. -11 let sem imel, stric Peter.
 Kljub temu bom spoštoval dogovor. -To cenim, Saito, a ko se boste prebudil, se niti spomnil ne boste, da sva bila dogovorjena.; To cenim, Saito, a ko se boste prebudil, se niti spomnil ne boste, da sva bila dogovorjena.
 Tako dolgo boste zgubljen tam spodaj, da boste postal starec.; Tako dolgo boste izgubljen tam spodaj, da boste postal starec.
 Čakajoč na samotno smrt. -Ne ...; Čakajoč na samotno smrt. -Ne...
 vrnil se bom ...; Vrnil se bom pote.
 Le odkupnino hočejo. -Slišal sem jih. Strpali naju bodo v kombi in utopili v reki.; Le odkupnino hočejo. -Slišal sem jih.
 Alternativna. Ta bo, če boš želel, izpodbila drugo.; To je druga možnost. Ta bo, če boš želel, izpodbila drugo.
 Deli elemente poslov korporacije Fischer-Morrow in bo končala imperij, kakršnega poznamo zdaj.; Deli elemente poslov korporacije Fischer-Morrow in bo končala imperij, kakršnega poznamo sedaj.
 Izničila moje celostno nasledstvo.; Izničila moje celotno nasledstvo.
 Na svoj način. -Na svoj način ...; Na svoj način. -Na svoj način...
 me je poklical k svoji smrti postelji.; Me je poklical k svoji smrtni postelji.
 Povlekel me je bližje ...; Povlekel me je bližje...
 in razbral sem lahko le eno ...; In razbral sem lahko le eno...
 eno besedo: »Razočaran«.; »Razočaran«.
 Morda si ostale člane ekipe prepričal, naj nadaljujemo posel, a ne poznajo resnice. -Resnice? Katere resnice?; Morda si ostale člane ekipe prepričal, naj nadaljujemo posel, a resnice ne poznajo. -Resnice? Katere resnice?
 In resnice, da čedalje globlje prodiramo v Fisherja, gremo tudi globlje vate.; In resnice, da čedalje globlje prodiramo v Fisherja, gremo tudi globlje v tebe.
 In ...; In to.
 Da sva lahko tako globoko ujeta, da ko ...; Da sva lahko tako globoko ujeta, da ko...
 Kako dolgo sta obtičal tam?; Kako dolgo sta obtičala tam?
 Resnico, ki jo je nekoč poznala, ampak ...; Resnico, ki jo je nekoč poznala, ampak...
 No, zbuditi se iz tega, po letih, po desetletjih ...; No, zbuditi se iz tega, po letih, po desetletjih...
 postati stara duša, spet vrnjena v mladost ...; Postati stara duša, spet vrnjena v mladost...
 Da se mora prebuditi da bi se vrnila v realnost, da ...; Da se mora prebuditi, da bi se vrnila v realnost, da...
 se zato, da bi se lahko vrnila domov, morava ubiti.; Da bi se lahko vrnila domov, sva se morala ubiti.
 Mislila je, da sta projekcija. Da naju pristni čakajo nekje tam spodaj.; Mislila je, da sta predstavitev. Da naju pristni čakajo nekje tam spodaj.
 Njuna mama sem. -Pomiri se. -Mar sploh ne opaziš razlike?; Njuna mama sem. -Pomiri se. -Mar ne opaziš razlike?
 Preveč me je ljubila, tako da ...; Preveč me je ljubila, tako da...
 Ne ne bom. Tak poslušaj me.; Ne ne bom. Poslušaj me.
 Umrla boš. Daj, stopi nazaj noter. Pridi. Stopi nazaj, da se pogovoriva o tem.; Pridi. Stopi nazaj, da se pogovoriva o tem.
 Mal ... -Pridi ven na polico, sicer bom pri tej priči skočila.; Mal... -Pridi ven na polico, sicer bom skočila.
" Kaj to pomeni? -Shranila sem pismo za najinega odvetnika; razlagam, kako sem se bala za lastno varnost."; Kaj to pomeni? -Shranila sem pismo za najinega odvetnika, razlagam, kako sem se bala za lastno varnost.
 Zakaj si ... zakaj ... Čemu si mi to zakuhala?; Zakaj si... Čemu si mi to zakuhala?
 Ampak, nisi povsem prepričan -Mal, poglej me!; Ampak, nisi povsem prepričan. -Mal, poglej me!
 Pa saj ni važno. -Mal, hudič prekleti!; Saj ni važno. -Mal, hudič prekleti!
 Tako mi je onemogoče pojasniti naravo njene norosti.; Tako mi je onemogočila, da bi pojasnil naravo njene norosti.
 Zato sem pobegnil ...; Zato sem pobegnil...
 Otrokoma sem obrnil hrbet in od takrat se stalno trudim pridobiti pot nazaj.; Otrokoma sem obrnil hrbet in od takrat, se vedno trudim pridobiti pot nazaj.
 Tvoja krivda jo definira. Daje ji moč.; Tvoja krivda jo označuje. Daje ji moč.
 A to ti ni treba storiti samemu. -Ne, ne, ne boš ... -To delam za ostale.; A to ti ni treba storiti sam. -Ne, ne, ne boš... -To delam za ostale.
 Zato ker nimajo pojma koliko tvegajo, ko so prišli s tabo sem dol.; Zato, ker nimajo pojma koliko tvegajo, ko so prišli s tabo sem dol.
 Nekdo ta hip stoji pred pisarno tvojega očeta, pripravljen vtipkati kombinacijo. Reci prvih 6 številk, ki ti padejo na pamet.; Nekdo ta hip stoji pred pisarno tvojega očeta, pripravljen, da vnese kombinacijo. Reci prvih 6 številk, ki ti padejo na pamet.
 Odnos tega poba z očetom je še slabši, kot pa smo si mislili. -Kaj nam to koristi?; Od kje pa se je vzela? -Naj te jaz nekaj vprašam? Zakaj hudiča so nas napadli?
 Projekcije se nam hitro bližajo.; Predstavitve se nam hitro bližajo.
 Prekleto. -Ne smeš se bati sanjati nečesa večjega, dragec.; Prekleto. -Ne smeš se bati sanjati nečesa večjega, dragi.
 Moramo premestiti njegovo mržnjo z njegovega očeta na njegovega botra.; Premestiti moramo njegovo sovraštvo z njegovega očeta na njegovega botra.
 Za to misijo bi morali Fisherju kasirati veliko veš kot pa Saitu.; Za to misijo bi morali Fisherju računati veliko veš kot pa Saitu.
 Razmišlja, da bi se poslužili gospoda Charlesa. -Nikakor.; Razmišlja, da bi se držali gospoda Charlesa. -Nikakor.
 Kdo je g. Charles? -Slabe ideje. -Čim pridemo v hotel in se približamo Fischerju, nas bo njegovo varovanje obkolilo. Opravili bomo z g. Charlesom, kot smo tri tistem poslu.; Opravili bomo z g. Charlesom, kot smo tri tistem poslu.
 Ste to že počele? -Ja, in ni se obneslo.; Ste to že počeli? Ja in ni se obneslo.
 Subjekt je uvidel da sanja in njegova podzavest nas je scefrala na koščke.; Predmet je uvidel, da sanja in njegova podzavest nas je uničila na koščke.
 Ne skoči prezgodaj. Imamo le eno priložnost s trzajem, ki ga boš povzročil.; Imamo le eno priložnost s trzajem, ki ga boš povzročil.
" Zavrtel bom glasbo in vedeli boste, da se bliža; ostalo je na vas."; Zavrtel bom glasbo in vedeli boste, da se bliža. Ostalo je na vas.
 Pravila sem vam svojo zgodbo. Bi rekla, da vam ni bila všeč.; Povedala sem vam svojo zgodbo. Bi rekla, da vam ni bila všeč.
 Veliko se mi mota po glavi.; Veliko se mi moti po glavi.
 Vi pa ste? -Na odhajanju.; Vi pa ste? -Odhajam.
 Gotovo vas je dala na čevelj, razen, če ima njena telefonska res le 6 številk.; Gotovo vas je dala na čevelj razen, če ima njena telefonska res le 6 številk.
 Prekleto. Že denarnica sama po sebi je stala vsaj ... -500 $, drži?; Prekleto. Že denarnica sama po sebi je stala vsaj... -500 $, drži?
 Lik, dizajnirana za obračanje Fischerjevega um proti lastni podzavesti.; Lik, oblikovanja za obračanje Fischerjevega uma proti lastni podzavesti.
 In zakaj tega ne odobravaš? -Ker razkriva znake, da sanja.; In zakaj tega ne dovoliš? -Ker razkriva znake, da sanja.
 No, zdaj si opazila, koliko časa Cobb potroši za stvari, ki nam ji prepoveduje.; No, sedaj si opazila, koliko časa Cobb potroši za stvari, ki nam ji prepoveduje.
 Gospod Saito, utegnete trenutek? -Oh, žal mi je, ampak ... -Ne, počakaj!; Gospod Saito, utegnete trenutek? -Oh, žal mi je, ampak... -Ne, počakaj!
 Bi raje, da se spremeni nazaj, a? -Hudo smešno, gospod Eames.; Bi raje, da se spremeni nazaj, a? -Zelo smešno, gospod Eames.
 Se oproščam, kdo ste rekel da ste? -Rod Green iz marketinga.; Se opravičujem, kdo ste rekel da ste? -Rod Green iz marketinga.
 Som vodja vašega varovanja tod spodaj.; Som vodja vašega varovanja tukaj.
 Izstopi na kakem drugem nadstropju in se ne ustavljaj. Znebi se denarnice.; Izstopi na kakšnem drugem nadstropju in se ne ustavljaj. Znebi se denarnice.
 Prišel sem vas zaščitit. Poglejte ...; Prišel sem vas zaščititi. Poglejte...
 Gospod Fisher prišel sem vas zaščitit, ker nekdo skuša dostopiti vašemu umu skozi vaše sanje. Tukaj niste varen.; Gospod Fisher prišel sem vas zaščititi, ker nekdo skuša dostopiti do vašega uma skozi vaše sanje. Tukaj niste varen.
 Še vedno naju gledajo. -Ja, a se je splačalo poskusiti.; Še vedno naju gledajo. -Ja, ampak izplačalo se je poizkusiti.
 Morala bi proč od tod.; Ne bi smela biti tu.
" Takole; najlažji način, da se testirate je, da se skušate spomniti, kako ste prispel v hotel. Lahko to storite?"; Takole, najlažji način, da poskusite je, da se skušate spomniti, kako ste prispel v hotel. Lahko to storite?
 Jaz ... ne vem kako .... -Dihajte, dihajte, spomnite se treninga.; Jaz... Ne vem kako... -Dihajte, dihajte, spomnite se treninga.
 Sprejmite dejstvo, da ste v sanjah in jaz sem tukaj, da vas zaščitim. Dajte.; Sprejmite dejstvo, da ste v sanjah in jaz sem tukaj, da vas zaščitim. Poskusite.
 Sem projekcija vaše podzavesti.; Sem predstavitev vaše podzavesti.
 Bil sem poslan sem zaščitit vas, ko vas izvlačitelji skušajo povleči v sen.; Bil sem poslan, da vas zaščitim, ko vas izvlačitelji skušajo povleči v sanje.
 Zaboga, kaj počnete? -Ti možje so bili poslani, da vas ugrabijo, ja?; Zaboga, kaj počnete? -Ti možje so bili poslani, da vas ugrabijo, kajne?
 Če hočete mojo pomoč, morate ostati miren.; Če hočete mojo pomoč, morate ostati mirni.
 Če so to sanje ...; Če so to sanje...
 se moram somu ubiti, da se prebudim, ni res?; Se moram ubiti, da se prebudim, ni res?
 Prepričan sem, da so vam dali pomirjevalo, in če povlečete sprožilec, se morda ne boste prebudil.; Prepričan sem, da so vam dali pomirjevalo in če povlečete sprožilec, se morda ne boste prebudili.
 Utegnete potonete v globlje stanje sna. No, pa saj veste o čem govorim.; Potonete lahko v globlje stanje sanj. No, pa saj veste o čem govorim.
 Bilo je ... bilo je veliko streljanja in ...; Bilo je... Bilo je veliko streljanja in...
 Strica Petra ... O, mojbog, bila sva ugrabljena.; Strica Petra... O, mojbog, bila sva ugrabljena.
 Prav zdaj ste v zadnjem delu kombija. Nadaljujte.; Prav sedaj ste v zadnjem delu kombija. Nadaljujte.
 Nekaj je imelo opraviti z ...; Nekaj je imelo opraviti z...
 Bog, zakaj se je tako težko spomniti. -Je, kot bi se skušal buden spomniti sanj.; Ker je, kot bi se skušal buden spomniti sanj.
 Potrebna so leta vežbanja.; Potrebna so leta urjenja.
 Skušajte se jo spomniti zame. Izjemnega pomena je.; Skušajte se jo spomniti zame. Zelo pomembno je.
 5, 2 ... bila je neka ... daljša številka. -Dovolj dobro je. Lahko začnemo od tu.; Dovolj dobro je. Lahko začnemo od tu.
