 Sprašujem se, ali se je tvoj prijatelj smehljal, ko je umrl.; Menda je tvoj sin cvilil kot dekle, ko so ga pribili na križ.
 Bil je tvoj oče.; Ti gotovo veš. Tvoj oče je bil.
 Toda tudi sam sem ga.; Toda tudi sam sem ga imel.
 Nadeni mu oklep. Pokrij rano.; Pritrdi mu oklep. Zakrij rano.
 Daj mi svoj meč.; Kvint, meč. Daj mi svoj meč.
 Osvobodi moje može.; Kvint. Osvobodi moje može.
 Senator Grah naj spet zasede položaj.; Senator Grakh bo spet prišel na položaj.
 Nekoč so bile sanje. Rim. Uresničile se bodo.; Nekoč so bile sanje Rim. Uresničile se bodo.
 Lucij je na varnem.; Maksim. -Lucij je na varnem.
 Nekoč smo to že verjeli.; Nekoč smo že verjeli tako.
 Poskrbi, da bomo spet.; Obljubi, da boš poskrbel za mojo družino.
 Bil je rimski vojak.; Bil je rimski vojščak.
 Izkažite mu čast. -Kdo mi ga bo pomagal nesti?; Počastite ga. -Kdo mi ga bo pomagal nesti?
 Spet se bova srečala.; Spet se bova videla.
 Toda ne še.; Ne še.
sentence1;sentence2
 ZLOVEŠČI OTOK BOSTONSKI PRISTANIŠKI OTOKI L. 1954 Zberi se, Teddy! Zberi se!;" ""ZLOVEŠČI OTOK"" ""Pristaniški otoki Bostona"" Zberi se Teddy!"
 Saj je samo voda. Veliko vode.; Saj je samo voda.
 Si dobro, šef? -Ja, samo ... Ne prenesem vode.; Ne! Ne ti, ne ti. Sprehodi se. -Dajva.
 Ti si moj novi partner? -Tako je.; Tako je.
 Z glavo v školjki res ne narediš dobrega vtisa.; Ni ravno najboljši način za spoznavanje, kadar sem z glavo napol v stranišču.
 Kaj, hudiča, kadite vi v Portlandu?; Kaj za vraga kadite vi fantje iz Portlanda?
 V Seatlu. Prihajam iz urada v Seatlu.; Prihajam iz oddelka v Seattlu.
 Umrla je. -Ljubi bog, jaz ... -Brez skrbi.; Samo še malo. -Oh bog, Teddy...
 Bil sem v službi, ko je stavbo zajel požar.; Medtem ko sem bil v službi je izbruhnil požar v stanovanju Štirje Ijudje so umrli.
 Umrli so štirje ljudje.; Stražarji so ga že pregledali.
 Ubil jo je dim, ne ogenj, in to je pomembno. -Žal mi je.; To je pomembno. -Žal mi je, šef.
 Prisežem, da sem jih ob vkrcanju imel v plašču.; Lahko bi prisegel, da so bili v mojem... suknjiču, ko sem se vkrcal.
 Vladni uslužbenci te oberejo do kosti.; Vladni uslužbenci, še slepega okradejo.
 So ti dali kakšne napotke? -Vem le, da gre za umobolnico.; Ni to kakšen izraz v psihiatriji? -Bojim se, da ne.
 Za nore zločince.; Za nore kriminalce.
 Če bi šlo le za ljudi s prisluhi, naju verjetno ne bi potrebovali.; Glede na to kar veste, bi bila tam lahko oba administratorja.
 Ja. Druga stran otoka je skalnata vse do vode.; Drugi stran otoka je skalnata obala, ki se strmo spušča proti morski gladini.
 Dok je edini možni vhod in izhod.; To je upravnik.
 Izpluli bomo takoj, ko bosta na obali.; Izpluli bomo takoj, ko se vidva izkrcata.
 Prosil bi, da pohitita. -Zakaj? -Nevihta se bliža.; Zakaj? -Nevihta se bliža.
 Nisem še videl šerifovske značke.;" Še nikdar nisem videl značke ""Zvezni policije""."
 Dobrodošla na Shutterjev otok. Odpeljal vaju bom v Ashecliffe.; Odpeljal vaju bom do Ashcliffa.
 Vaši fantje se zdijo nekoliko napeti, g. McPherson.; Vaši fantje delujejo nekoliko napeti, g. McPherson.
 Šerif, trenutno smo vsi napeti.; Tukaj smo na prvi liniji fronte, fant.
 Pomagali vama bomo, kot bomo največ lahko.; Dobro. Gospoda, pri vajinem delu vama bomo pomagali, kolikor lahko.
 Opečnata stavba na vajini desni je oddelek A, to je moški oddelek.; Oddelek B, ženski oddelek je na vaši levi strani.
 Oddelek B je ženski oddelek, to je stavba na vajini levi.; Oddelek B, ženski oddelek je na vaši levi strani.
 Oddelek C je stavba na skalovju. Stara vojaška utrdba.; Oddelek C je tista zgradba na pečini. Stara utrdba iz državljanske vojne.
 Brez soglasja ter prisotnosti dr. Cawleyja in mene tja ne smeta.; Bojim se, da vaju bo moral z vsem seznaniti dr. Cawley.
 Vedete se, kot da je norost nalezljiva.; Obnašate se, kot da je norost nalezljiva.
 Predati morata svoje orožje.; Tukaj se od vas zahteva, da predata svoje orožje.
 G. McPherson, zvezna šerifa sva. Orožje morava nositi ves čas.; G. McPherson, midva... midva sva imenovana pristojna Zvezna policista.
 Izvršna odredba 319 Zveznega zaporniškega zakonika določa, da ima znotraj zapora glavno besedo njegov upravnik.; To je upravnik.
 Gospoda, z orožjem ne bosta šla skozi ta vrata.; Gospoda, skozi ta vrata ne bosta prišla s svojima pištolama.
 Opravili smo s formalnostmi, sedaj pa poiščimo dr. Cawleyja.; Torej je dr. Shehan prišel danes zjutraj s trajektom.
 Kdaj je ta zapornica pobegnila?; Kdaj je torej pobegnila? Ta zapornica?
 To je edina ustanova te vrste v ZDA, celo v svetu.; To je edina ustanova te vrste v ZDA.
 Vse to zaradi dr. Cawleyja. Tu je ustvaril nekaj edinstvenega.; On je tukaj ustvaril res nekaj edinstvenega.
 Dr. Cawleyja velikokrat prosijo za mnenje ...; Dr. Cawley je bil mnogokrat strokovni svetovalec...
 Scotland Yard, MI 5, OSS ... -Zakaj?; za Scotland Yard, MI5, OSS... -Zakaj? -Kako to mislite?
 Kako to mislite?; Kako je s halucinacijami?
 Zakaj bi obveščevalne službe hotele nasvet psihiatra?; Zakaj preiskovalne agencije potrebujejo strokovno svetovanje psihiatra?
 Mislim, da boste to morali vprašati njega.; To boste morali vprašati njega.
 Hvala, g. namestnik, to bo vse. -Da, gospod.; Oprostite, da vam bom to rekel, gospa Kearns. -Gospodična, Gdč. Kearns.
 V zadovoljstvo mi je bilo, gospoda.; Pokažita svoji znački, gospoda.
 McPherson je dober človek. Verjame v naše delo.; McPherson je dober človek. Verjame v delo, ki ga opravljamo tukaj.
 In kaj naj bi to bilo?; In kaj naj bi to pravzaprav bilo?
 Moralna fuzija zakona in reda ter kliničnega zdravljenja.; Moralna združitev zakona in reda s klinično nego.
 Oprostite, doktor ... Kaj med čem in čem?; Kaj za vraga je potem to? Ha? Kaj za vraga je to?
 Te slike so precej točne.; Te slike so precej natančne.
 Včasih so paciente, s kakršnimi delamo tu, vklenili in jih pustili v lastni umazaniji.; Prej so bili te vrste pacienti s katerimi imamo tu opravka...
 Jih pretepali. Kot da bi udarci pomagali. Jim vrtali v glave, jih potapljali v ledeno mrzlo vodo, dokler se niso onesvestili ali celo utonili.; Kot da bi z bičanjem do krvi izgnali psihozo iz njih.
 In danes? -Zdravimo jih, poskušamo jih pozdraviti.; Kaj pa zdaj? -Zdravimo jih.
 Če to ne deluje, jih lahko nudimo vsaj določeno mero tolažbe in miru.; To lahko rečejo za vsakogar, kogarkoli.
 Vsi tu so nasilni prestopniki, kajne?; To so vsi nasilni prestopniki, drži?
 Ranili so ljudi, nekateri so tudi koga ubili. -Večina njih, da.; Jih umorili v nekaterih primerih. -V skoraj vseh primerih, da.
 Doktor, potem bom pa rekel - klinc pa njihov mir.; Potem pa osebno doktor, bom rekel takole: Jebeš njihov občutek miru.
 Zdravim paciente, ne njihove žrtve. Tu nisem, da bi sodil.; Moje delo je, da zdravim svoje paciente, ne njihovih žrtev. Nisem tu, da bi jim sodil.
 Torej, ta zapornica ... -Pacientka.; Torej ta... ženska zapornica... -Pacientka.
 Rachel Solando je pobegnila v zadnjih 24 urah.; Rachel Solando je prejemala kombinacijo zdravil, ki naj bi jo odvračala od nasilja, a so učinkovala samo občasno.
 Umorila je svoje tri otroke. Utopila jih je v jezeru za hišo.; Utopila jih je v jezeru za njeno hišo.
 Tiščala jim je glavo pod vodo, dokler niso utonili.; Enega po enega je odpeljala ven in držala njihove glave pod vodo, dokler niso umrli.
 Nato jih je nesla v hišo in jih posadila za mizo.; Potem jih je prinesla nazaj noter in jih posadila za kuhinjsko mizo.
 Celo kosilo je pojedla, preden so mimo prišli sosedje.; Še pojedla je, preden jo je tako našel sosed.
 Kaj pa mož? -Umrl je na obalah Normandije. Vojna vdova je.; Umrl je. Na obali Normandije. Ona je vojna vdova.
 Ko je prišla sem, se je zabodla. Vztrajala je, da otroci niso mrtvi.; Popolnoma se je izstradala, ko je prišla sem.
 Oprostite, imate mogoče aspirin? -Ste nagnjeni k glavobolom, šerif?; Oprostite doktor. Imate mogoče tukaj kak aspirin?
 Si dobro, šef? -Ja.; Ste v redu, šef? -Ja.
 Rachel še vedno verjame, da so njeni otroci živi.; Rachel še vedno verjame, da so otroci živi.
 Prav tako verjame, da je to njen dom v Berckshiresu.; Prav tako je prepričana, da je to tukaj njen dom v Berkshiru.
 Šalite se. -V teh dveh letih si nikoli ni priznala, da je zaprta.; Niti enkrat v dveh letih ni priznala, da se nahaja v bolnišnici.
 Verjame, da smo mi vsi dostavljavci, mlekarji, poštarji.; Misli, da smo vsi mi dostavljavci, mlekarji, poštarji.
 Da bi ohranila iluzijo, je ustvarila dovršeno izmišljeno strukturo, v kateri je vsakemu izmed nas podelila svojo vlogo.; Za vzdrževanje iluzije, da njeni otroci niso umrli, je ustvarila dovršeno izmišIjeno konstrukcijo.
 Ste že preiskali območje?; Torej, ste že... ste že preiskali področje?
 Upravnik je s svojimi možmi že preiskal otok. Niti sledu ni.; Upravnik je s svojimi možmi prečesal cel otok, niti sledu.
 Bolj nas bega to, da ne vemo, kako je prišla iz svoje sobe.; Še bolj vznemirjajoče pa je, da ne vemo, kako je prišla iz svoje sobe.
 Bila je zaklenjena z zunanje strani in edino okno ima rešetke.; Zaklenjena je bila z zunanje strani, edino okno pa ima rešetke.
 Zdi se, kot bi izpuhtela skozi stene.; Kot da bi izparela naravnost skozi stene.
 Pripeljal sem jo sem po skupinski terapiji in zaklenil.; Po skupinski terapiji sem jo pripeljal nazaj sem in jo zaklenil.
 Ko sem se vrnil za polnočni obhod, je ni bilo več.; Ko sem se vrnil ob polnočnem obhodu je ni bilo več.
 Resno, doktor, kako je mogoče, da resnica ne pride do nje?; Resnično doktor, kako je mogoče, da resnica nikdar ne pride do nje?
 V umobolnici je. Zdi se, da bi to človek sem in tja opazil.; Zdi se kot nekaj, kar bi človek vsake toliko opazil.
 Ne moreš se kar odločiti, da boš ozdravel.; S tem se moraš sprijazniti.
 Je odšla bosih nog?; Je kdo na liniji?
 Dajte no, doktor, niti 10 metrov ne bi prehodila po tem terenu.; Dajte no doktor, niti deset metrov nebi mogla prehoditi po tem pobočju.
 ZAKON ŠTIRIH. KDO JE ŠTEVILKA 67?; ZAKON ČETVERICE. KDO JE 67?
" To je zagotovo Rachelina pisava. Ne vem, kaj je ""zakon štirih""."; Ampak Cawley misli, da si nedolžen, da te je lahko obvladovati, jaz pa vem, da ni tako.
 To ni izraz iz psihiatrije? -Žal ne. -Kdo je številka 67?; Kot da ji je bilo naročeno točno, kaj naj pove. -Kdo je Andrew Laeddis?
 Naj me vrag, če vem! -To je precej blizu mojemu kliničnemu zaključku.; Moram povedati, da je to zelo blizu mojih medicinskih zaključkov.
 Menite, da gre le za naključne čačke?; Ali ni za Ijudi v vašem poklicu običajno, da pijejo?
 Ne, sploh ne. Rachel je pametna. Pravzaprav genialna.; Oh ne, sploh ne. Rachel je pametna. V bistvu briljantna.
 Ta papir bi lahko bil pomemben. -Oprostite, doktor, ampak ...; Nisva bila vzgojena, da bi bežala, doktor. -Ah, da...
 Pravite, da je morala iti tu skozi.; In vi pravite, da je morala iti tukaj mimo.
 Ko se ugasnejo luči, strežniki tu kartajo.; Ko se ugasnejo luči bolniško osebje tukaj karta.
 Sinoči je na vznožju teh stopnic 7 moških igralo poker, a Rachel se je vseeno nekako uspela izmuzniti mimo njih.; Pa je Rachel vseeno nekako uspelo priti neopaženo mimo njih.
 Kako? Je postala nevidna?; Je postala nevidna?
 Doktor, potrebovala bova dostop do kartotek medicinskega osebja.; Doktor, potrebovali bomo dostop do osebnih kartotek vsega medicinskega osebja.
 Bolničark, paznikov, strežnikov. Vseh, ki so takrat delali.; Medicinskih sester, stražarjev, bolničarjev. Vseh, ki so bili takrat v službi.
 Premislili bomo o vaši prošnji. -To ni prošnja, doktor.; Ta papir bi bil lahko pomemben. -Oprostite doktor, ampak to bomo obdržali.
 To je državna ustanova. Nevarna zapornica ... -Pacientka.; Torej ta... ženska zapornica... -Pacientka.
 ... pacientka je pobegnila. Privolite, ali pa ...; je zdaj pobegnil. Izpolnili boste...
 Rečem lahko le, da bom videl, kaj lahko storim.; Vse kar lahko rečem je, da bom videl, kaj lahko naredim.
 Doktor, govoriti bova morala z osebjem, razumete?; Doktor, govoriti bova morala z osebjem, ali razumete?
 Po večerji jih bom sklical v skupno sobo.; Po kosilu jih bom zbral v sobi za sprostitev.
 Če imate še kakšno vprašanje, se pridružite namestniku pri iskanju.; Če imate še kakšno vprašanje...
 Do kopnega je dobrih 17 km in voda je ledeno mrzla.; 20 kilometrov je do najbližje obale, voda pa je ledeno mrzla.
 Sinoči je bil tok močan in bila je plima.; Sinoči je bil močan zalivski tok. Vodna gladina se je dvigovala.
 Če bi se utopila ali se razletela na skalah, bi truplo naplavilo.; Če bi se utopila ali če bi jo vrglo na skale, bi njeno telo naplavilo na obalo.
 Ste preverili tiste jame tam spodaj?; Kaj pa tiste jame tam spodaj, ste jih pregledali?
 Ni mogoče, da bi prišla do tja.; Mi... pojma nimamo, kako je prišla tja.
 Čeri so pokrite s strupenim bršljanom, zimzelenim hrastom, rujem in tisočimi drugih rastlin, ki imajo trne velike kot moj tič.; in tisoče rastlinami s trni, velikimi kot moj kurac.
 Sami ste rekli, šerif, da ni imela čevljev.; In vi pravite, da je morala iti tukaj mimo.
 Dobro! Preglejmo še drugo stran!; V redu! Gremo preveriti drugo stran!
 Kaj je tisti stolp? -Star svetilnik.; Kaj je ta stolp? -To je star svetilnik.
 Stražniki so ga že preiskali.; Stražarji so ga že pregledali.
 Kaj je tam? Še več pacientov? -Sistem čiščenja odplak.; Kaj je tam noter? Še pacientov? -Kanalizacijska naprava.
 Kmalu se bo stemnilo.; Kmalu se bo zmračilo. Za danes bomo prenehali z iskanjem.
 Za nocoj bomo zaključili. Pojdimo, fantje!; Gremo fantje!
 Vi ste stražili na stopniščnem podestu, ni tako? -Ja.; Vi ste bili na straži na stopnišču, je tako? -Da.
 Nihče ne bi mogel priti ali oditi iz sobe, ne da bi ga jaz videl.; Nihče ni mogel priti v ali zapustiti sobe skozi ta hodnik, ne da bi ga jaz videl.
 Mimo koga bi še morala Rachel Solando, da bi prišla sem?; Dobro, Rachel Solando, mimo koga od vas je še morala iti, da je prišla sem dol?
 Mimo mene. Glen Miga.; Mimo mene.
 Gospod, ničesar nisem videl. -Ste bili cel večer na svojem mestu?; Gospod, ničesar nisem videl. -In vso noč si bil na svojem mestu?
 Ja, a videl nisem ničesar.; Da. Ampak ničesar nisem videl.
 Povej mi po resnici.; Vsaj to mi povej, da si kadil samo svoje cigarete.
 Mogoče sem šel na stranišče.; Mogoče... sem odšel v kopalnico.
 Kaj? Prekršil si protokol? -Odsoten sem bil le minuto.; Kaj? Kršil si protokol? Kristus... -Niti minuto nisem bil noter.
 Dobro, ponovimo, ponovimo.; Dobro, vrnimo se nekoliko nazaj. Vsi se vrnimo nekoliko nazaj.
 Go. Solando ste pred ugašanjem luči zaprli v sobo.; Ga. Solando je bila odpeljana v svojo sobo, preden so se ugasnile luči.
 Ali kdo tu ve, kaj je počela pred tem?; Ali kdorkoli od vas ve, kaj je delala pred tem?
 Se je zgodilo kaj neobičajnega? -Definirajte neobičajno.; Kaj je bilo takega? -Bilo je očitno.
 Oprostite!? -To je psihiatrična ustanova, šerif.; Kaj je narobe z njim, doktor? -Tole vzemite, Marshal.
 Običajno ni ravno nekaj, s čimer se tu srečujemo.; Za duševno bolne zločince. Običajno tukaj ni ravno pogosto.
 Ne, žal mi je. -Je ga. Solando med skupinsko terapijo karkoli rekla?; Je ga. Solando karkoli rekla med skupinsko terapijo?
 Skrbelo jo je zaradi dežja.; Zaskrbljena je bila zaradi dežja.
 Neprestano se je pritoževala, tudi sinoči.; Stalno se je pritoževala. Včeraj zvečer prav tako.
 Torej ste bili poleg. Je bil prisoten tudi zdravnik?; Torej... vi ste bili tam. Je bil doktor prisoten?
 Da, dr. Sheehan je vodil razpravo.; Da. Dr. Sheehan je vodil razpravo.
 Dr. Sheehan? -Da. Vodil je seanso.; Da. On je vodil terapijo.
 Je Rachelin glavni zdravnik.; On je Rachelin glavni zdravnik.
 Psihiater, ki direktno nadzira njeno zdravljenje.; Psihiater, ki je neposredno odgovoren zanjo.
 Žal to ne bo mogoče. Odšel je z jutranjim trajektom.; Torej je dr. Shehan prišel danes zjutraj s trajektom.
 Njegov dopust je bil načrtovan. Predolgo ga je že odlagal.; Danes zjutraj je odpotoval na počitnice. Njegov dopust je bil vnaprej planiran.
 Nevarna pacientka je pobegnila, vi pa ste mu dovolili na dopust?; vi pa ste njenega osebnega zdravnika pustili na dopust?
 Imate telefonsko številko, na kateri je dosegljiv?; Imate mogoče telefonsko številko, na kateri je dosegljiv?
 Je kdo tam?; Je kdo na liniji?
 Če vzpostavite linijo, me poiščite. Šerif mora opraviti pomemben klic.; Če jih usposobite, me takoj poišči. Marshalla morata opraviti pomemben klic.
 Da, gospod.; Da gospod.
 Žal moram na večerni obhod po oddelkih, ampak zvečer si bom doma privoščil pijačo in cigaro.; Žal moram opraviti nočne obhode na oddelkih, ampak okrog devetih bodo pri meni pijača in cigare...
 Dobro. Takrat se bomo lahko pogovorili, ne?; Tukaj se pa moraš odločiti. Saj to razumeš, ali ne?
 Saj se že pogovarjamo, šerif.; Saj smo se pogovarjali, Marshal.
 Mislim, da sem izbral napačno državno službo.; Priznati moram, da razmišIjam, da sem zaposlen v napačni javni službi.
 Res je mogočna. Zgrajena je bila med državljansko vojno, v istem času, kot vojaška utrdba, oddelek C.; Svojega profesorja je pretepel skoraj do smrti. In pristal tu v Ashcliffu, na oddelku C.
 Tu je bival poveljnik. Ko je vlada dobila račun, so ga postavili pred vojno sodišče. -Mi je jasno, zakaj.; To so izvirni poveljnikovi prostori. Ko je Striček Sam prejel račun, so poveljniku sodili na vojnem sodišču. -Jasno mi je zakaj.
 Prijetna glasba. Kdo je to? Brahms? -Ne.; Vas je kdajkoli osvajal? -Ne.
 To je Mahler. -Prav imate, šerif.; To je pomembno. -Žal mi je, šef.
 Oprostita mi, gospoda. Moj kolega, dr. Jeremiah Naehring.; Oprostita mi, gospoda... Moj kolega, dr. Jeremiah Naehring.
 Kvartet za klavir in violino v A molu.;" ""Kvartet za klavir in violino v A-molu"" Vajin strup, gospoda? -Whisky, če ga imate."
 Rženo žganje, če ga imate. -Mineralno vodo z ledom, prosim.; Sodo z ledom prosim. -Oh...
 Ne uživate alkohola? Presenečen sem.; ne vdajate se alkoholu? Presenečen sem.
 Ni tako, da ga ljudje vašega poklica radi zvrnejo?; Ali ni za Ijudi v vašem poklicu običajno, da pijejo?
 Ravno prav. In v vašem?; Precej običajno. Pa v vašem?
 Kako, prosim? -Vaš poklic, doktor. Psihiatrija. -Da.; Oprostite? -V vašem poklicu, doktor. Psihiatriji. -Da.
 Pogosto slišim, da je preplavljena s pijančevanjem in pijanci.; Vse kar vem je, da je bolnišnica za duševne bolezni.
 Nisem opazil.; Nisem opazil tega.
 Kaj imate v kozarcu? Ledeni čaj?; Kaj je to? Ledeni čaj v vašem kozarcu?
 Med zaslišanji ste gotovo zelo prilagodljivi.; Vaša angleščina je zelo dobra, skoraj popolna.
 Ljudje nasilja. -To je drzna domneva. -Sploh ni domneva.; Kaj je bilo takega? -Bilo je očitno.
 Narobe ste me razumeli. Rekel sem, da ste ljudje nasilja.; Rekel sem, da ste Ijudje nasilja.
 Nisem vas obtožil, da ste nasilen človek. To je drugače.; Nisem vas obtožil, da ste nasilni Ijudje. To je nekaj povsem drugega.
 Prosim, prosim, podučite nas, doktor.; Prosim, prosim, poučite naju, doktor.
